Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMZN,META,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-03,0.8430766463279724,4.46875,,35.86407470703125,0.08943963795900345,,0.8473129824693182,4.478125095367432,,36.498666913643596,0.09099226563005505,,0.7658768916619934,3.9523439407348633,,34.46027982573727,0.08430487903359178,,0.7898842713236173,4.074999809265137,,36.11406557630278,0.09027602249865875,,535796800,322352000,,53228400,300912000,
2000-01-04,0.7719966769218445,4.096875190734863,,34.6525764465332,0.08705155551433563,,0.8331909455959481,4.574999809265137,,36.037141099224876,0.08812637810069478,,0.7621111572851443,4.087500095367432,,34.537196058808895,0.08263303934797142,,0.815303520863622,4.268750190734863,,34.94102741584397,0.08788702452701748,,512377600,349748000,,54119000,300480000,
2000-01-05,0.7832935452461243,3.487499952316284,,35.01795959472656,0.08418567478656769,,0.8327203458038124,3.7562499046325684,,35.806392512565,0.08597674072715333,,0.7757623541955361,3.4000000953674316,,33.65262454188439,0.08299162627096561,,0.781410734913643,3.5250000953674316,,34.191066534554544,0.08454425421370032,,778321600,769148000,,64059600,188352000,
2000-01-06,0.7155085206031799,3.278125047683716,,33.844913482666016,0.07869235426187515,,0.8058887358490333,3.6343750953674316,,35.03717748035084,0.08418569482015892,,0.7155085206031799,3.200000047683716,,33.34493180621754,0.07546879420791144,,0.7992989255776866,3.565624952316284,,34.51796573942357,0.08418569482015892,,767972800,375040000,,54976600,120480000,
2000-01-07,0.7494013905525208,3.4781250953674316,,34.287208557128906,0.08000652492046356,,0.7606990553493176,3.5250000953674316,,34.53719942153871,0.08084198724161952,,0.7192749715785667,3.309375047683716,,33.018024168586834,0.07714062923850232,,0.7268061615175863,3.3499999046325684,,33.42185556494113,0.07833467784772312,,460734400,210108000,,62013600,71184000,
2000-01-10,0.7362210154533386,3.4593749046325684,,34.53720474243164,0.08263304829597473,,0.770113056813958,3.6312499046325684,,34.97949633991267,0.08597674223805508,,0.7136257849000408,3.278125047683716,,34.267983770051885,0.07881247151699458,,0.768230246632849,3.628124952316284,,34.902576062089885,0.08024495805562123,,505064000,295158000,,44963600,239856000,
2000-01-11,0.6985625624656677,3.3375000953674316,,33.65262985229492,0.07928933948278427,,0.7484600751078841,3.5,,35.15257563999721,0.08311083797539578,,0.6816165666047048,3.25,,33.441099036080494,0.07928933948278427,,0.7225699388180935,3.34375,,34.30645237513951,0.08215523445289713,,441548800,210654000,,46743600,148128000,
2000-01-12,0.6566677689552307,3.1781249046325684,,32.55650329589844,0.0772598385810852,,0.7192749882400596,3.4000000953674316,,33.498776574988234,0.07940949068122832,,0.6514891990063875,3.1500000953674316,,32.13344182365404,0.0761850159474222,,0.7155085132950346,3.393749952316284,,33.383396173467034,0.07928934925755747,,976068800,216090000,,66532400,123552000,
2000-01-13,0.7286888957023621,3.296875,,33.171852111816406,0.08048338443040848,,0.7437521298000053,3.359375,,33.421842881354735,0.08120054313278553,,0.6966796677979378,3.15625,,31.22961613309556,0.07618500337005428,,0.7116247957545575,3.246875047683716,,32.11419885607734,0.07714060685259913,,1032684800,208962000,,83144000,132192000,
2000-01-14,0.756462037563324,3.2125000953674316,,34.53720474243164,0.08394631743431091,,0.7701131291388976,3.4312500953674316,,35.05641661773546,0.08729001144015049,,0.7484601312516135,3.200000047683716,,32.537277519039165,0.08143900814512624,,0.7531671320067763,3.3375000953674316,,32.979569116520196,0.081678368582104,,390376000,137072000,,73416400,604560000,
2000-01-18,0.7828230261802673,3.206249952316284,,35.4794807434082,0.08752939850091934,,0.7983577855460064,3.2593750953674316,,35.84485208981729,0.08788706245240924,,0.7564621682354746,3.1500000953674316,,34.38336670418096,0.08120058800447945,,0.760699309311989,3.171875,,34.40259677504459,0.08502116601841633,,459177600,107698000,,81483600,261648000,
2000-01-19,0.8025937676429749,3.340625047683716,,32.921878814697266,0.0866929441690445,,0.8190690964959576,3.375,,34.306443811577054,0.08788699213626487,,0.7785863944428557,3.1500000953674316,,32.61419770427953,0.08597670124126164,,0.7955324383580391,3.206249952316284,,33.99876270115932,0.08788699213626487,,597643200,164910000,,97568200,164688000,
2000-01-20,0.854844868183136,3.237499952316284,,32.614192962646484,0.08645456284284592,,0.9150977083001769,3.3499999046325684,,33.74876689236119,0.09218634849513412,,0.854844868183136,3.1968750953674316,,32.575732829435815,0.08573831938985971,,0.8699080530727306,3.346874952316284,,32.94110409493717,0.08741016678962704,,1831132800,119560000,,56349800,179568000,
2000-01-21,0.838369607925415,3.1031250953674316,,31.921916961669922,0.08549892157316208,,0.8604933716556845,3.231250047683716,,32.99880090736481,0.08657374399644661,,0.8298961818301253,3.0,,31.768076397999224,0.0833492698937772,,0.8604933716556845,3.231250047683716,,32.92188062552946,0.08621516465624618,,495924800,229238000,,68416200,544272000,
2000-01-24,0.8002403378486633,3.5062499046325684,,31.152698516845703,0.0816783607006073,,0.8491955618164211,3.668750047683716,,32.518032834559314,0.08824560664490072,,0.7917668629010806,3.375,,31.01808809115563,0.08120055547032955,,0.8167156173479111,3.378124952316284,,31.93632349497006,0.08824560664490072,,440876800,583404000,,63597600,256944000,
2000-01-25,0.8454299569129944,3.4625000953674316,,31.633481979370117,0.0809611827135086,,0.8520206721835165,3.5625,,31.960393343290658,0.08287238967761242,,0.771055262068435,3.299999952316284,,30.633517807377867,0.07833465507490242,,0.7908254972654223,3.5,,31.075809652682132,0.0820360051691749,,497145600,188682000,,59823200,237120000,
2000-01-26,0.8298961520195007,3.2406249046325684,,30.57581329345703,0.07761751115322113,,0.8600226255949693,3.5,,31.844997996204302,0.08311085760046,,0.8266012968004287,3.237499952316284,,30.498893008442042,0.07618502454500967,,0.8284840568458022,3.4312500953674316,,31.518086784890613,0.08096120525772557,,367158400,131160000,,49365000,232464000,
2000-01-27,0.8284841179847717,3.346874952316284,,30.38351058959961,0.07355760037899017,,0.8510794022081817,3.387500047683716,,31.133483319342893,0.07821455650571983,,0.8058888840407021,3.231250047683716,,29.92198890975759,0.07069170396065634,,0.8195399763827997,3.2593750953674316,,30.73445936697948,0.07821455650571983,,340144000,135680000,,63654800,458208000,
2000-01-28,0.76540607213974,3.0843749046325684,,30.22967529296875,0.07140883058309555,,0.8350738212142098,3.3218750953674316,,30.845037639899413,0.07308067732515323,,0.7578748815407582,3.0,,29.92199411950342,0.06854294230081037,,0.8148329200128938,3.25,,30.191215146285586,0.07260287895613969,,423348800,275558000,,58225400,194448000,
2000-01-31,0.7814106941223145,3.2281250953674316,,30.11429214477539,0.07081180810928345,,0.782352124379079,3.237499952316284,,30.210442502836617,0.0733191168259539,,0.7117429947863734,2.921875,,29.19124870738764,0.06687109072358285,,0.7606991279148279,3.018749952316284,,30.037371858326413,0.07176648918085211,,701680000,213958000,,73194200,182400000,
2000-02-01,0.7550497055053711,3.371875047683716,,31.67191505432129,0.07248276472091675,,0.790825406315107,3.53125,,31.768065373247584,0.07308070472908484,,0.7531669458920239,3.21875,,30.05658969635955,0.06830360751378782,,0.7832933622752136,3.375,,30.306580525567913,0.07093105881193558,,318035200,268092000,,70196600,92976000,
2000-02-02,0.7442229986190796,3.471874952316284,,31.01810646057129,0.07451317459344864,,0.7691717570701849,3.612499952316284,,31.979610070632397,0.07594658357630335,,0.7305718566227075,3.387500047683716,,30.92195609956518,0.07248274816934781,,0.7588163754132535,3.3968749046325684,,31.518088337803064,0.07284132760624801,,464195200,280518000,,49915600,149040000,
2000-02-03,0.7781157493591309,4.209374904632568,,31.883447647094727,0.07570722699165344,,0.7851770788228345,4.296875,,32.05651823142757,0.07845389683167235,,0.7550497554201359,3.8687500953674316,,30.806564011245932,0.07522942169546395,,0.7555204704942532,4.056250095367432,,31.402696023947943,0.07690126876768606,,475193600,875000000,,49186000,108240000,
2000-02-04,0.8134206533432007,3.9281249046325684,,32.787254333496094,0.07749829441308975,,0.8284838358332305,4.137499809265137,,33.22954574092742,0.07809531872784556,,0.7804691434620018,3.893749952316284,,32.04208946228027,0.07594658875268202,,0.78282266830988,4.137499809265137,,32.114202191752774,0.07809531872784556,,425320000,220460000,,55365400,123696000,
